Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Date,Volume,Open_Interest
All Options on Individual Equities (Combined),Option,Equity,Japan Exchange,Japan Exchange,JPX,Japan,Asia,2017,8,2017-08,8/1/2017,85402,102548
All Options on Irish Equities,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,1671,1602
All Options on Italian Equities,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,404768,2444602
All Options on Russian Equities,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,4096,27524
All Options on Spanish Equities,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,408710,2540637
All Options on Swedish Equities,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,148,2164
All Options on Swiss Equities,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,3066102,11658418
Alumina FOB Australia (Platts) (ALA),Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,1990,1900
Aluminium,Future,Metals,London Metal Exchange,Hong Kong Exchanges and Clearing,LME,United Kingdom,Europe,2017,8,2017-08,8/1/2017,4545545,916077
Aluminium Alloy,Future,Metals,London Metal Exchange,Hong Kong Exchanges and Clearing,LME,United Kingdom,Europe,2017,8,2017-08,8/1/2017,3508,498
Aluminium European Premium Duty-Paid (Metal Bulletin) (EDP),Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,4200,11225
Aluminium European Premium Metal Bulletin (25 MT Duty Unpaid) (AEP),Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,4140,15539
Aluminum,Future,Metals,Multi Commodity Exchange of India,Multi Commodity Exchange of India,MCX,India,Asia,2017,8,2017-08,8/1/2017,198791,6718
Aluminum,Future,Metals,Shanghai Futures Exchange,Shanghai Futures Exchange,SHFE,China,Asia,2017,8,2017-08,8/1/2017,10389451,495733
Aluminum (ALI),Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,53,217
Aluminum Japan Premium (Platts) (MJP),Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,1710,7246
Aluminum Mini,Future,Metals,Multi Commodity Exchange of India,Multi Commodity Exchange of India,MCX,India,Asia,2017,8,2017-08,8/1/2017,380810,10216
Aluminum MW US Transaction Premium Platts (25 MT) (AUP),Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,7446,28141
"ANR, Oklahoma Natural Gas (Platts IFERC) Basis (NE)",Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,2191
Any-Day Expiry Dollar/Rand,Future,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,300555,104721
Any-Day Expiry Dollar/Rand,Option,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,1018735,738830
Arabica Coffee,Future,Agriculture,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,12562,9767
Arabica Coffee,Option,Agriculture,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,266,339
Arabica Coffee Rollover,Future,Agriculture,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,2122,0
Argus Gasoline Euro-Bob Oxy Barges NWE Crack Spread (1000 MT) (EOB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,31,54
Argus LLS vs. WTI (Argus) Trade Month (E5),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,16416,15567
Argus Propane (Saudi Aramco) (9N),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1330,1104
Argus Propane Far East Index (7E),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,4959,2732
Argus Propane Far East Index Balance of the Month (22),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,111,106
Argus Propane Far East Index vs. European Propane CIF ARA (Argus) (91),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,265,517
ATX,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,808,23359
ATX,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,270,495
ATX five,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,2,1038
AUD/JPY,Option,Currencies,North American Derivative Exchange,North American Derivative Exchange,NADEX,United States,North America,2017,8,2017-08,8/1/2017,8536,
AUD/USD,Future,Currencies,Budapest Stock Exchange,CEE Stock Exchange Group,BSE,Hungary,Europe,2017,8,2017-08,8/1/2017,0,200
AUD/USD,Future,Currencies,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,37200,18976
AUD/USD,Future,Currencies,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,2,0
AUD/USD,Option,Currencies,North American Derivative Exchange,North American Derivative Exchange,NADEX,United States,North America,2017,8,2017-08,8/1/2017,84108,
AUD/USD Premium Quoted (European Style) – 2 PM Fix,Option,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,146276,89306
Australian Coking Coal (Platts) Low Vol (ALW),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,10,576
Australian Dollar,Future,Currencies,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,3909,1843
Australian Dollar,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,2048551,157078
Australian Dollar,Future,Currencies,Dubai Gold & Commodities Exchange,Dubai Gold & Commodities Exchange,DGCX,United Arab Emirates,Asia,2017,8,2017-08,8/1/2017,2446,298
Australian Dollar/Canadian Dollar,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,4,2
Australian Dollar/Canadian Dollar,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,64,8
Australian Dollar/Japanese Yen,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,2666,897
Australian Dollar/Japanese Yen,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,226,123
Australian Dollar/Japanese Yen,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,177880,76713
Australian Dollar/Japanese Yen (Large),Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,873,30
Australian Dollar/New Zealand,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,299,268
Australian Dollar/New Zealand Dollar,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,101,104
Australian Dollar/Rand (ZAAD),Future,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,5724,34181
Australian Dollar/US Dollar,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,24405,4888
Australian Dollar/US Dollar 100,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,1831,97
Bank Nifty Index,Future,Equity,National Stock Exchange of India,National Stock Exchange of India,NSE,India,Asia,2017,8,2017-08,8/1/2017,1873135,61490
Bank Nifty Index,Option,Equity,National Stock Exchange of India,National Stock Exchange of India,NSE,India,Asia,2017,8,2017-08,8/1/2017,86009609,490913
Barley,Future,Agriculture,National Commodity & Derivatives Exchange,National Commodity & Derivatives Exchange,NCDEX,India,Asia,2017,8,2017-08,8/1/2017,2086,541
Base Load Electricity,Future,Energy,Borsa Istanbul,Borsa Istanbul,BIST,Turkey,Other,2017,8,2017-08,8/1/2017,1558,912
Beef,Future,Agriculture,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,0,4
Bel 20 (€10),Option,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,0,6
Bel 20 Index (BXF),Future,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,147,37
Belgian Power,Future,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,1110,7988
BIST 30 Index,Future,Equity,Borsa Istanbul,Borsa Istanbul,BIST,Turkey,Other,2017,8,2017-08,8/1/2017,4024844,354087
BIST 30 Index,Option,Equity,Borsa Istanbul,Borsa Istanbul,BIST,Turkey,Other,2017,8,2017-08,8/1/2017,25053,10934
Bitumen,Future,Energy,Shanghai Futures Exchange,Shanghai Futures Exchange,SHFE,China,Asia,2017,8,2017-08,8/1/2017,9979757,411090
Block Board,Future,Agriculture,Dalian Commodity Exchange,Dalian Commodity Exchange,DCE,China,Asia,2017,8,2017-08,8/1/2017,10,1
Bloomberg Commodity Index,Future,Other,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,60219,48809
Bloomberg Commodity Index,Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,1,15
Bloomberg Energy Sub-index,Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,4901,2075
Bloomberg Ex-Agriculture & Livestock Index,Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,131,3783
Bloomberg Industrial Metals Sub-index,Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,263,1059
Bloomberg Precious Metals Sub-index,Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,214,981
Bloomberg Roll Select Commodity Index,Future,Other,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,0,1070
Bobl,Future,Interest Rates,LSE Derivatives Market,London Stock Exchange Group,LSEDM,United Kingdom,Europe,2017,8,2017-08,8/1/2017,30,30
Bovespa Mini Index,Future,Equity,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,25925029,65957
Bovespa Rollover,Future,Equity,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,903870,0
Bovespa Stock Index,Future,Equity,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,1935590,378210
Brazilian Real,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,100119,33409
Brent 1st Line Financial (IBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,96
Brent Crude Oil,Future,Energy,Dubai Gold & Commodities Exchange,Dubai Gold & Commodities Exchange,DGCX,United Arab Emirates,Asia,2017,8,2017-08,8/1/2017,14,2
Brent Crude Oil,Future,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,21665969,2309753
Brent Crude Oil,Future,Energy,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,1372,329
Brent Crude Oil,Option,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,1200474,1657571
Brent Crude Oil (10 Barrels),Future,Energy,Pakistan Mercantile Exchange,Pakistan Mercantile Exchange,PMEX,Pakistan,Asia,2017,8,2017-08,8/1/2017,1269,37
Brent Crude Oil (100 Barrels),Future,Energy,Pakistan Mercantile Exchange,Pakistan Mercantile Exchange,PMEX,Pakistan,Asia,2017,8,2017-08,8/1/2017,572,12
Brent Crude Oil (BB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,6327
Brent Crude Oil -Style Margin (BZO),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,53791,76147
Brent Crude Oil Financial (BCQ),Option,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,1500,5059
Brent Crude Oil Financial (BFQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,1218176,7656
Brent Crude Oil Last Day Financial (BZ),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2139027,142194
Brent Crude Oil vs. Dubai Crude Oil (Platts) (DB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1433,44761
Brent Financial (CY),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,6902,18899
Brent Financial Average Price (BA),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,9087
Brent Last Day Financial (European Style) (BE),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,9316,14269
Brent Last Day Financial (OS),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,500,21824
Brent Oil,Future,Energy,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,47920654,685638
Brent Oil,Option,Energy,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,401458,111846
Brent vs. Dubai (Platts) Crude Oil,Future,Energy,Dubai Mercantile Exchange,Dubai Mercantile Exchange,DME,United Arab Emirates,Asia,2017,8,2017-08,8/1/2017,0,4260
British Pound,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,2124718,225129
British Pound (European Style),Option,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,443,699
British Pound Sterling/Aussie Dollar,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,200,46
British Pound Sterling/Canadian Dollar,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,105,37
British Pound Sterling/Indian Rupee,Future,Currencies,National Stock Exchange of India,National Stock Exchange of India,NSE,India,Asia,2017,8,2017-08,8/1/2017,1480998,51059
British Pound Sterling/Japanese Yen,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,1681,558
British Pound Sterling/New Zealand,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,156,30
British Pound Sterling/Norwegian Krone,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,2083,1749
British Pound Sterling/South African Rand,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,128,12
British Pound Sterling/Swedish Krona,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,0,10
British Pound Sterling/Swiss Franc,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,1164,478
British Pound/Australian Dollar,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,5069,640
British Pound/Japanese Yen,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,3549,499
British Pound/Japanese Yen,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,167012,192011
British Pound/Japanese Yen (Large),Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,259,15
British Pound/Rand,Future,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,169002,206090
British Pound/Rand,Option,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,1000,1000
British Pound/Swiss Franc,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,15,29
British Pound/Swiss Franc,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,1504,420
British Pound/US Dollar,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,26476,18461
Bund,Future,Interest Rates,LSE Derivatives Market,London Stock Exchange Group,LSEDM,United Kingdom,Europe,2017,8,2017-08,8/1/2017,415,16
Bund Weekly - Week1 (OGB1),Option,Interest Rates,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,4953,2775
Bund Weekly - Week2 (OGB2),Option,Interest Rates,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,4605,2379
Bund Weekly - Week3 (OGB3),Option,Interest Rates,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,4232,59
Bund Weekly - Week5 (OGB5),Option,Interest Rates,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,13,5
Butter,Future,Agriculture,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,4086,5055
CAC 40 (Weekly),Option,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,50,6
CAC 40 (€10),Future,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,2810303,349738
CAC 40 (€10),Option,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,220303,699980
CAC 40 Dividend Index,Future,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,12694,120399
CAC 40 Mini,Future,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,510,34
CAD/USD Premium Quoted (European Style) – 2 PM Fix,Option,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,168303,118869
