Exchange_Name,Reported_Instrument_Name,Report_Month_Name,Report_Year,Report_Year_Month,Volume,Open_Interest
Chicago Mercantile Exchange,90 Day T-Bills,January,1995,1995-01,72526,
Chicago Mercantile Exchange,90 Day T-Bills,July,1993,1993-07,71711,
JSE Securities Exchange,All Share Index,December,1995,1995-12,71634,
London Commodity Exchange,$ Coffee,January,1994,1994-01,70953,
Chicago Mercantile Exchange,90 Day T-Bills,October,1993,1993-10,69060,
Nyse Liffe U.S.,10 Year Treasury,July,2012,2012-07,68677,
Chicago Board of Trade,2 Year Treasury Note,May,2009,2009-05,68666,
Chicago Board of Trade,"5,000 oz. Silver",December,2007,2007-12,68230,
Euronext Paris,CAC 40 1 Euro,March,1999,1999-03,66594,
Chicago Mercantile Exchange,90 Day T-Bills,December,1993,1993-12,65951,
Chicago Mercantile Exchange,90 Day T-Bills,April,1993,1993-04,65612,
Chicago Board of Trade,2 Year Treasury Note,July,2006,2006-07,64800,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),July,2011,2011-07,64661,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),September,2012,2012-09,64114,
Chicago Board of Trade,2 Year Treasury Note,April,2006,2006-04,61442,
Chicago Mercantile Exchange,90 Day T-Bills,August,1994,1994-08,60937,
Chicago Board of Trade,2 Year Treasury Note,September,2006,2006-09,60816,
Chicago Mercantile Exchange,90 Day T-Bills,January,1994,1994-01,59771,
Chicago Mercantile Exchange,90 Day T-Bills,May,1995,1995-05,58707,
National Commodity & Derivatives Exchange,Barley,April,2012,2012-04,58592,
Chicago Mercantile Exchange,90 Day T-Bills,October,1994,1994-10,57428,
International Petroleum Exchange,Brent Crude Oil Options,October,1999,1999-10,56277,
Chicago Board of Trade,"5,000 oz. Silver",April,2008,2008-04,56010,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),March,2012,2012-03,55324,
Chicago Board of Trade,2 Year Treasury Note,March,2007,2007-03,54710,
Chicago Board of Trade,2 Year Treasury Note,December,2006,2006-12,54581,
International Petroleum Exchange,Brent Crude Oil Options,March,1999,1999-03,54214,
Chicago Mercantile Exchange,90 Day T-Bills,July,1994,1994-07,53725,
International Petroleum Exchange,Brent Crude Oil Options,May,2000,2000-05,53702,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),January,2011,2011-01,52925,
Bolsa de Mercadorias & Futuros,Anhydrous fuel alcohol Options,May,2003,2003-05,52576,
International Petroleum Exchange,Brent Crude Oil Options,March,2000,2000-03,52222,
International Petroleum Exchange,Brent Crude Oil Options,September,1999,1999-09,52106,
International Petroleum Exchange,Brent Crude Oil Options,November,1999,1999-11,50342,
Chicago Mercantile Exchange,90 Day T-Bills,June,1995,1995-06,49932,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),April,2012,2012-04,48875,
International Petroleum Exchange,Brent Crude Oil Options,January,2000,2000-01,48868,
Chicago Board of Trade,2 Year Treasury Note,November,2006,2006-11,48466,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),August,2012,2012-08,48413,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),July,2012,2012-07,46973,
Chicago Mercantile Exchange,90 Day T-Bills,November,1995,1995-11,46582,
Chicago Board of Trade,2 Year Treasury Note,December,2008,2008-12,46283,
National Commodity & Derivatives Exchange,Barley,May,2012,2012-05,45805,
International Petroleum Exchange,Brent Crude Oil Options,June,2000,2000-06,45282,
Chicago Mercantile Exchange,90 Day T-Bills,September,1995,1995-09,44396,
JSE Securities Exchange,All Share Index,November,2002,2002-11,44374,
International Petroleum Exchange,Brent Crude Oil Options,January,1999,1999-01,44247,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),August,2011,2011-08,42958,
National Commodity & Derivatives Exchange,Barley,June,2012,2012-06,42875,
Chicago Board of Trade,2 Year Treasury Note,August,2006,2006-08,42645,
Chicago Board of Trade,2 Year Treasury Note,January,2012,2012-01,42507,
International Petroleum Exchange,Brent Crude Oil Options,July,1999,1999-07,42205,
Chicago Board of Trade,2 Year Treasury Note,October,2006,2006-10,42184,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),February,2011,2011-02,42173,
Chicago Board of Trade,2 Year Treasury Note,January,2006,2006-01,42075,
Chicago Mercantile Exchange,90 Day T-Bills,August,1995,1995-08,41495,
National Commodity & Derivatives Exchange,Barley,August,2012,2012-08,41124,
Euronext Brussels,Bel 20 Index,December,1994,1994-12,40757,
Euronext Paris,CAC 40 1 Euro,September,1999,1999-09,40650,
Chicago Board of Trade,2 Year Treasury Note,January,2007,2007-01,40522,
International Petroleum Exchange,Brent Crude Oil Options,February,2000,2000-02,40501,
International Petroleum Exchange,Brent Crude Oil Options,August,1999,1999-08,40254,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),September,2011,2011-09,40166,
International Petroleum Exchange,Brent Crude Oil Options,October,2000,2000-10,39513,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),April,2011,2011-04,39400,
Chicago Board of Trade,2 Year Treasury Note,July,2007,2007-07,38577,
Nyse Liffe U.S.,10 Year Treasury,April,2011,2011-04,38100,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),October,2011,2011-10,37493,
Chicago Mercantile Exchange,90 Day T-Bills,April,1995,1995-04,37388,
International Petroleum Exchange,Brent Crude Oil Options,February,1999,1999-02,36990,
Chicago Mercantile Exchange,90 Day T-Bills,October,1995,1995-10,36583,
Chicago Mercantile Exchange,90 Day T-Bills,March,1996,1996-03,36514,
Chicago Board of Trade,"5,000 oz. Silver",June,2008,2008-06,36310,
Chicago Mercantile Exchange,90 Day T-Bills,February,1996,1996-02,36039,
Chicago Board of Trade,2 Year Treasury Note,November,2011,2011-11,35806,
Chicago Board of Trade,2 Year Treasury Note,May,2007,2007-05,35604,
Chicago Board of Trade,"5,000 oz. Silver",August,2008,2008-08,35170,
Chicago Board of Trade,"5,000 oz. Silver",March,2006,2006-03,34387,
Chicago Mercantile Exchange,90 Day T-Bills,December,1995,1995-12,34219,
Chicago Board of Trade,2 Year Treasury Note,February,2007,2007-02,33992,
International Petroleum Exchange,Brent Crude Oil Options,June,2001,2001-06,33660,
National Commodity & Derivatives Exchange,Barley,September,2007,2007-09,33602,
Chicago Board of Trade,2 Year Treasury Note,June,2007,2007-06,33599,
International Petroleum Exchange,Brent Crude Oil Options,April,2000,2000-04,33528,
National Commodity & Derivatives Exchange,Barley,September,2012,2012-09,33487,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),December,2011,2011-12,33106,
International Petroleum Exchange,Brent Crude Oil Options,September,2001,2001-09,33032,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),March,2011,2011-03,32786,
International Petroleum Exchange,Brent Crude Oil Options,April,1999,1999-04,32561,
International Petroleum Exchange,Brent Crude Oil Options,July,2000,2000-07,32169,
Chicago Mercantile Exchange,90 Day T-Bills,January,1996,1996-01,31957,
Chicago Board of Trade,"5,000 oz. Silver",July,2008,2008-07,31615,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),November,2008,2008-11,31040,
International Petroleum Exchange,Brent Crude Oil Options,November,2000,2000-11,30716,
International Petroleum Exchange,Brent Crude Oil Options,June,1999,1999-06,30432,
Chicago Board of Trade,"5,000 oz. Silver",May,2008,2008-05,30203,
International Petroleum Exchange,Brent Crude Oil Options,December,1999,1999-12,29990,
National Commodity & Derivatives Exchange,Barley,October,2012,2012-10,29875,
Nyse Liffe U.S.,10 Year Treasury,May,2011,2011-05,28282,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),March,2009,2009-03,28220,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),May,2011,2011-05,28210,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),May,2010,2010-05,28100,
Chicago Mercantile Exchange,90 Day T-Bills,July,1995,1995-07,28081,
Nyse Liffe U.S.,"5,000 oz. Silver",September,2008,2008-09,27978,
Chicago Board of Trade,Binary,February,2007,2007-02,26806,
International Petroleum Exchange,Brent Crude Oil Options,December,2000,2000-12,26553,
International Petroleum Exchange,Brent Crude Oil Options,May,1999,1999-05,26180,
Multi Commodity Exchange of India,Barley,July,2010,2010-07,25795,
International Petroleum Exchange,Brent Crude Oil Options,February,2001,2001-02,25694,
Chicago Board of Trade,"5,000 oz. Silver",February,2006,2006-02,25360,
International Petroleum Exchange,Brent Crude Oil Options,January,2001,2001-01,25272,
Chicago Mercantile Exchange,90 Day T-Bills,June,1996,1996-06,25193,
International Petroleum Exchange,Brent Crude Oil Options,July,2001,2001-07,24951,
International Petroleum Exchange,Brent Crude Oil Options,September,2000,2000-09,24862,
International Petroleum Exchange,Brent Crude Oil Options,August,2000,2000-08,24368,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),October,2010,2010-10,24150,
Nyse Liffe U.S.,10 Year Treasury,June,2011,2011-06,23884,
Chicago Board of Trade,"5,000 oz. Silver",January,2006,2006-01,22520,
Chicago Mercantile Exchange,90 Day T-Bills,December,1997,1997-12,22131,
Chicago Mercantile Exchange,5 Year Swap,June,2006,2006-06,21780,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),November,2012,2012-11,21206,
International Petroleum Exchange,Brent Crude Oil Options,November,2001,2001-11,21176,
Chicago Mercantile Exchange,90 Day T-Bills,March,1997,1997-03,20602,
Chicago Mercantile Exchange,90 Day T-Bills,October,1997,1997-10,20437,
National Commodity & Derivatives Exchange,Barley,March,2007,2007-03,20081,
International Petroleum Exchange,Brent Crude Oil Options,April,2002,2002-04,19972,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),September,2010,2010-09,19890,
Chicago Mercantile Exchange,90 Day T-Bills,August,1996,1996-08,19838,
Chicago Mercantile Exchange,90 Day T-Bills,September,1996,1996-09,19783,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),October,2012,2012-10,19656,
Chicago Mercantile Exchange,90 Day T-Bills,February,1997,1997-02,19432,
Euronext Brussels,Bel 20 Index,March,1995,1995-03,19415,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),October,2008,2008-10,19225,
Nyse Liffe U.S.,"5,000 oz. Silver",November,2008,2008-11,19145,
International Petroleum Exchange,Brent Crude Oil Options,September,2002,2002-09,19086,
Chicago Mercantile Exchange,90 Day T-Bills,September,1997,1997-09,19045,
National Commodity & Derivatives Exchange,Barley,December,2012,2012-12,18706,
Chicago Mercantile Exchange,90 Day T-Bills,January,1998,1998-01,18492,
Euronext Brussels,Bel 20 Index,December,1995,1995-12,18326,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),August,2010,2010-08,18295,
Euronext Brussels,Bel 20 Index,February,1995,1995-02,18023,
Chicago Board of Trade,Binary,August,2006,2006-08,17955,
Chicago Mercantile Exchange,90 Day T-Bills,April,1996,1996-04,17897,
Chicago Board of Trade,Binary,September,2006,2006-09,17793,
Nyse Liffe U.S.,"5,000 oz. Silver",August,2010,2010-08,17445,
Euronext Brussels,Bel 20 Index,November,1994,1994-11,17437,
National Commodity & Derivatives Exchange,Barley,March,2012,2012-03,17327,
International Petroleum Exchange,Brent Crude Oil Options,May,2001,2001-05,17318,
National Commodity & Derivatives Exchange,Barley,June,2010,2010-06,17204,
New York Mercantile Exchange,California Oregon Border Electricity,January,1998,1998-01,17190,
National Commodity & Derivatives Exchange,Barley,April,2010,2010-04,17057,
Euronext Brussels,Bel 20 Index,November,1995,1995-11,17049,
Euronext Brussels,Bel 20 Index,September,1995,1995-09,16983,
International Petroleum Exchange,Brent Crude Oil Options,May,2002,2002-05,16940,
International Petroleum Exchange,Brent Crude Oil Options,March,2001,2001-03,16863,
National Commodity & Derivatives Exchange,Barley,October,2007,2007-10,16788,
Chicago Mercantile Exchange,90 Day T-Bills,November,1997,1997-11,16775,
Euronext Brussels,Bel 20 Index,January,1995,1995-01,16758,
Chicago Mercantile Exchange,90 Day T-Bills,May,1997,1997-05,16633,
Nyse Liffe U.S.,"5,000 oz. Silver",November,2010,2010-11,16626,
National Commodity & Derivatives Exchange,Barley,November,2012,2012-11,16618,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),December,2008,2008-12,16600,
Chicago Mercantile Exchange,90 Day T-Bills,May,1996,1996-05,16574,
National Commodity & Derivatives Exchange,Barley,May,2011,2011-05,16450,
International Petroleum Exchange,Brent Crude Oil Options,April,2001,2001-04,16362,
Euronext Brussels,Bel 20 Index,October,1995,1995-10,16308,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),November,2010,2010-11,16158,
National Commodity & Derivatives Exchange,Barley,April,2007,2007-04,16133,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),February,2009,2009-02,16080,
International Petroleum Exchange,Brent Crude Oil Options,October,2001,2001-10,16006,
Nyse Liffe U.S.,"5,000 oz. Silver",October,2008,2008-10,15934,
Chicago Mercantile Exchange,5 Year Swap,March,2007,2007-03,15860,
New York Mercantile Exchange,California Oregon Border Electricity,June,1997,1997-06,15757,
New York Mercantile Exchange,California Oregon Border Electricity,October,1997,1997-10,15599,
Chicago Mercantile Exchange,90 Day T-Bills,August,1997,1997-08,15418,
International Petroleum Exchange,Brent Crude Oil Options,March,2002,2002-03,15276,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),August,2009,2009-08,15202,
National Commodity & Derivatives Exchange,Barley,April,2011,2011-04,15163,
New York Mercantile Exchange,California Oregon Border Electricity,February,1998,1998-02,14950,
Chicago Mercantile Exchange,90 Day T-Bills,June,1997,1997-06,14916,
Euronext Brussels,Bel 20 Index,June,1995,1995-06,14848,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),January,2009,2009-01,14580,
International Petroleum Exchange,Brent Crude Oil Options,January,2002,2002-01,14522,
Chicago Mercantile Exchange,5 Year Swap,January,2007,2007-01,14500,
Chicago Mercantile Exchange,90 Day T-Bills,March,1998,1998-03,14434,
Euronext Brussels,Bel 20 Index,September,1994,1994-09,14411,
Euronext Brussels,Bel 20 Index,May,1995,1995-05,14377,
Chicago Mercantile Exchange,90 Day T-Bills,December,1996,1996-12,14342,
Chicago Mercantile Exchange,90 Day T-Bills,February,1998,1998-02,14290,
Chicago Board of Trade,2 Year Treasury Note,April,2007,2007-04,14071,
Euronext Brussels,Bel 20 Index,October,1994,1994-10,14058,
New York Mercantile Exchange,California Oregon Border Electricity,March,1998,1998-03,13807,
International Petroleum Exchange,Brent Crude Oil Options,August,2001,2001-08,13748,
Chicago Board of Trade,"5,000 oz. Silver",November,2005,2005-11,13719,
Chicago Mercantile Exchange,5 Year Swap,June,2007,2007-06,13570,
New York Mercantile Exchange,California Oregon Border Electricity,December,1997,1997-12,13487,
International Petroleum Exchange,Brent Crude Oil Options,August,2002,2002-08,13421,
New York Mercantile Exchange,California Oregon Border Electricity,June,1998,1998-06,13373,
Chicago Board of Trade,"5,000 oz. Silver",December,2005,2005-12,13314,
Euronext Paris,CAC 40 1 Euro,August,1999,1999-08,13240,
New York Mercantile Exchange,California Oregon Border Electricity,September,1997,1997-09,12860,
ICE Futures Europe,Brent Crude Oil Options,August,2007,2007-08,12835,
Eurex US,2 Year Treasury Note,December,2004,2004-12,12822,
New York Mercantile Exchange,California Oregon Border Electricity,April,1998,1998-04,12631,
Eurex US,2 Year Treasury Note,November,2004,2004-11,12553,
Singapore International Monetary Exchange,Brent Crude,August,1995,1995-08,12516,
Euronext Brussels,Bel 20 Index,April,1995,1995-04,12452,
Nyse Liffe U.S.,"5,000 oz. Silver",February,2009,2009-02,12343,
Singapore International Monetary Exchange,Brent Crude,June,1995,1995-06,12264,
Chicago Board of Trade,Binary,May,2007,2007-05,12245,
New York Mercantile Exchange,California Oregon Border Electricity,May,1998,1998-05,12200,
National Commodity & Derivatives Exchange,Barley,May,2010,2010-05,12166,
Nasdaq OMX Commodities,Carbon EUA,February,2012,2012-02,12158,
Singapore International Monetary Exchange,Brent Crude,September,1995,1995-09,12068,
