Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Volume,Open_Interest
"Aluminium European Premium Duty-Paid (Metal Bulletin) (EDP)",Future,Metals,"Commodity Exchange (COMEX)","CME Group",COMEX,"United States","North America",2017,09,2017-09,240,10709
"Aluminium European Premium Metal Bulletin (25 MT Duty Unpaid) (AEP)",Future,Metals,"Commodity Exchange (COMEX)","CME Group",COMEX,"United States","North America",2017,09,2017-09,804,14515
Aluminum,Future,Metals,"Multi Commodity Exchange of India","Multi Commodity Exchange of India",MCX,India,Asia,2017,09,2017-09,197267,5098
Aluminum,Future,Metals,"Shanghai Futures Exchange","Shanghai Futures Exchange",SHFE,China,Asia,2017,09,2017-09,9891454,471617
"Aluminum (ALI)",Future,Metals,"Commodity Exchange (COMEX)","CME Group",COMEX,"United States","North America",2017,09,2017-09,159,188
"Aluminum Japan Premium (Platts) (MJP)",Future,Metals,"Commodity Exchange (COMEX)","CME Group",COMEX,"United States","North America",2017,09,2017-09,1599,7385
"Aluminum Mini",Future,Metals,"Multi Commodity Exchange of India","Multi Commodity Exchange of India",MCX,India,Asia,2017,09,2017-09,379877,7500
"Aluminum MW US Transaction Premium Platts (25 MT) (AUP)",Future,Metals,"Commodity Exchange (COMEX)","CME Group",COMEX,"United States","North America",2017,09,2017-09,4614,26298
"ANR, Oklahoma Natural Gas (Platts IFERC) Basis (NE)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,1981
"Any-Day Expiry Dollar/Rand",Future,Currencies,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,125409,104790
"Any-Day Expiry Dollar/Rand",Option,Currencies,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,540891,997694
"Arabica Coffee",Future,Agriculture,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,10727,9000
"Arabica Coffee",Option,Agriculture,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,210,529
"Arabica Coffee Rollover",Future,Agriculture,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,3808,0
"Argus Gasoline Euro-Bob Oxy Barges NWE Crack Spread (1000 MT) (EOB)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,6,46
"Argus LLS vs. WTI (Argus) Trade Month (E5)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,22481,26810
"Argus Propane (Saudi Aramco) (9N)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1272,1010
"Argus Propane Far East Index (7E)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,3275,2839
"Argus Propane Far East Index Balance of the Month (22)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,122,109
"Argus Propane Far East Index vs. European Propane CIF ARA (Argus) (91)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,192,499
ATX,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,51592,22425
ATX,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,100,295
"ATX five",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,2064,1022
AUD/JPY,Future,Currencies,"Singapore Exchange","Singapore Exchange",SGX,Singapore,Asia,2017,09,2017-09,5,5
AUD/JPY,Option,Currencies,"North American Derivative Exchange","North American Derivative Exchange",NADEX,"United States","North America",2017,09,2017-09,6590,NULL
AUD/USD,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,0,200
AUD/USD,Future,Currencies,"Moscow Exchange","Moscow Exchange",MOEX,Russia,Europe,2017,09,2017-09,44442,15526
AUD/USD,Option,Currencies,"North American Derivative Exchange","North American Derivative Exchange",NADEX,"United States","North America",2017,09,2017-09,74183,NULL
"AUD/USD Premium Quoted (European Style) – 2 PM Fix",Option,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,150542,80649
"Australian Coking Coal (Platts) Low Vol (ALW)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,522
"Australian Dollar",Future,Currencies,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,5508,2116
"Australian Dollar",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,2604614,146769
"Australian Dollar",Future,Currencies,"Dubai Gold & Commodities Exchange","Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,09,2017-09,3074,253
"Australian Dollar/Canadian Dollar",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,220,73
"Australian Dollar/Canadian Dollar",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,6,3
"Australian Dollar/Japanese Yen",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,5680,1682
"Australian Dollar/Japanese Yen",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,832,106
"Australian Dollar/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,195800,76251
"Australian Dollar/Japanese Yen (Large)",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,318,34
"Australian Dollar/New Zealand",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,1303,726
"Australian Dollar/New Zealand Dollar",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,39,13
"Australian Dollar/Rand (ZAAD)",Future,Currencies,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,67450,11770
"Australian Dollar/US Dollar",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,32703,4981
"Australian Dollar/US Dollar 100",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,2661,146
"Bank Nifty Index",Future,Equity,"National Stock Exchange of India","National Stock Exchange of India",NSE,India,Asia,2017,09,2017-09,1599766,58553
"Bank Nifty Index",Option,Equity,"National Stock Exchange of India","National Stock Exchange of India",NSE,India,Asia,2017,09,2017-09,69587923,334545
Barley,Future,Agriculture,"National Commodity & Derivatives Exchange","National Commodity & Derivatives Exchange",NCDEX,India,Asia,2017,09,2017-09,1517,269
"Base Load Electricity",Future,Energy,"Borsa Istanbul","Borsa Istanbul",BIST,Turkey,Other,2017,09,2017-09,2502,1170
Beef,Future,Agriculture,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,0,4
"Bel 20 Index (BXF)",Future,Equity,"Euronext Derivatives Market",Euronext,EURONEXT,"United Kingdom",Europe,2017,09,2017-09,130,62
"Belgian Power",Future,Energy,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,2899,7645
"BIST 30 Index",Future,Equity,"Borsa Istanbul","Borsa Istanbul",BIST,Turkey,Other,2017,09,2017-09,3046732,354483
"BIST 30 Index",Future,Equity,"LSE Derivatives Market","London Stock Exchange Group",LSEDM,"United Kingdom",Europe,2017,09,2017-09,2,1
"BIST 30 Index",Option,Equity,"Borsa Istanbul","Borsa Istanbul",BIST,Turkey,Other,2017,09,2017-09,10187,14571
Bitumen,Future,Energy,"Shanghai Futures Exchange","Shanghai Futures Exchange",SHFE,China,Asia,2017,09,2017-09,9011675,293328
"Block Board",Future,Agriculture,"Dalian Commodity Exchange","Dalian Commodity Exchange",DCE,China,Asia,2017,09,2017-09,0,1
"Bloomberg Agriculture Sub-index (FCAG)",Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,63,21
"Bloomberg Commodity Index",Future,Other,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,229866,64265
"Bloomberg Commodity Index",Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,12,13
"Bloomberg Energy Sub-index",Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,14149,4469
"Bloomberg Ex-Agriculture & Livestock Index",Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,7606,3481
"Bloomberg Industrial Metals Sub-index",Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,2322,855
"Bloomberg Precious Metals Sub-index",Future,Other,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,2052,891
"Bloomberg Roll Select Commodity Index",Future,Other,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,2140,1070
Bobl,Future,"Interest Rates","LSE Derivatives Market","London Stock Exchange Group",LSEDM,"United Kingdom",Europe,2017,09,2017-09,110,10
"Bovespa Mini Index",Future,Equity,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,29562547,148834
"Bovespa Rollover",Future,Equity,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,38310,0
"Bovespa Stock Index",Future,Equity,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,1743575,440043
"Brazilian Real",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,108232,50198
"Brent 1st Line Financial (IBQ)",Future,Energy,"Nasdaq NFX",Nasdaq,NFX,"United States","North America",2017,09,2017-09,0,96
"Brent Crude Oil",Future,Energy,"Dubai Gold & Commodities Exchange","Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,09,2017-09,732,33
"Brent Crude Oil",Future,Energy,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,19866477,2402958
"Brent Crude Oil",Future,Energy,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,4474,1661
"Brent Crude Oil",Option,Energy,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,1383198,1874306
"Brent Crude Oil (10 Barrels)",Future,Energy,"Pakistan Mercantile Exchange","Pakistan Mercantile Exchange",PMEX,Pakistan,Asia,2017,09,2017-09,1223,83
"Brent Crude Oil (100 Barrels)",Future,Energy,"Pakistan Mercantile Exchange","Pakistan Mercantile Exchange",PMEX,Pakistan,Asia,2017,09,2017-09,356,18
"Brent Crude Oil (BB)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,6327
"Brent Crude Oil -Style Margin (BZO)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,97901,124129
"Brent Crude Oil Balance of the Month (J9)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,100,100
"Brent Crude Oil Financial (BCQ)",Option,Energy,"Nasdaq NFX",Nasdaq,NFX,"United States","North America",2017,09,2017-09,2750,7409
"Brent Crude Oil Financial (BFQ)",Future,Energy,"Nasdaq NFX",Nasdaq,NFX,"United States","North America",2017,09,2017-09,1031795,10043
"Brent Crude Oil Last Day Financial (BZ)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1615368,149502
"Brent Crude Oil vs. Dubai Crude Oil (Platts) (DB)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,8730,44556
"Brent Financial (CY)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,2127,18451
"Brent Financial Average Price (BA)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,50,7699
"Brent Last Day Financial (European Style) (BE)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,975,14444
"Brent Last Day Financial (OS)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,16324
"Brent Oil",Future,Energy,"Moscow Exchange","Moscow Exchange",MOEX,Russia,Europe,2017,09,2017-09,39011432,890774
"Brent Oil",Option,Energy,"Moscow Exchange","Moscow Exchange",MOEX,Russia,Europe,2017,09,2017-09,459875,116690
"Brent vs. Dubai (Platts) Crude Oil",Future,Energy,"Dubai Mercantile Exchange","Dubai Mercantile Exchange",DME,"United Arab Emirates",Asia,2017,09,2017-09,75,3635
"British Pound",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,3406683,180650
"British Pound (European Style)",Option,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,881,1327
"British Pound Sterling/Aussie Dollar",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,89,2
"British Pound Sterling/Canadian Dollar",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,49,26
"British Pound Sterling/Indian Rupee",Future,Currencies,"National Stock Exchange of India","National Stock Exchange of India",NSE,India,Asia,2017,09,2017-09,1962503,70376
"British Pound Sterling/Japanese Yen",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,1957,622
"British Pound Sterling/New Zealand",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,38,13
"British Pound Sterling/Norwegian Krone",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,5574,1727
"British Pound Sterling/South African Rand",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,276,10
"British Pound Sterling/Swedish Krona",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,16,8
"British Pound Sterling/Swiss Franc",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,1476,566
"British Pound/Australian Dollar",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,7665,900
"British Pound/Japanese Yen",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,5062,537
"British Pound/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,199360,197478
"British Pound/Japanese Yen (Large)",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,2375,25
"British Pound/Rand",Future,Currencies,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,537700,211063
"British Pound/Rand",Option,Currencies,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,3000,2200
"British Pound/Swiss Franc",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,85,13
"British Pound/Swiss Franc",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,2190,376
"British Pound/US Dollar",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,56059,19502
Bund,Future,"Interest Rates","LSE Derivatives Market","London Stock Exchange Group",LSEDM,"United Kingdom",Europe,2017,09,2017-09,386,40
"Bund Weekly - Week1 (OGB1)",Option,"Interest Rates",Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,5661,3341
"Bund Weekly - Week2 (OGB2)",Option,"Interest Rates",Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,5119,1526
"Bund Weekly - Week3 (OGB3)",Option,"Interest Rates",Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,4529,17
"Bund Weekly - Week5 (OGB5)",Option,"Interest Rates",Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,14711,0
Butter,Future,Agriculture,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,3673,6124
"CAC 40 (Weekly)",Option,Equity,"Euronext Derivatives Market",Euronext,EURONEXT,"United Kingdom",Europe,2017,09,2017-09,178,6
"CAC 40 (€10)",Future,Equity,"Euronext Derivatives Market",Euronext,EURONEXT,"United Kingdom",Europe,2017,09,2017-09,2422619,396316
"CAC 40 (€10)",Option,Equity,"Euronext Derivatives Market",Euronext,EURONEXT,"United Kingdom",Europe,2017,09,2017-09,293165,736901
"CAC 40 Dividend Index",Future,Equity,"Euronext Derivatives Market",Euronext,EURONEXT,"United Kingdom",Europe,2017,09,2017-09,20605,125039
"CAC 40 Mini",Future,Equity,"Euronext Derivatives Market",Euronext,EURONEXT,"United Kingdom",Europe,2017,09,2017-09,335,57
CAD/JPY,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,200,100
